show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_minutes,num_seasons,primary_genre
s141,TV Show,Wild Chronicles,Director 44,"Actor 815, Actor 53",Nigeria,2001-08-10,2001,PG,1 Seasons,"Sci-Fi & Fantasy, Thrillers",A gripping story that unfolds over time.,2001,August,,1.0,Sci-Fi & Fantasy
s142,Movie,Final Signal,Director 119,"Actor 156, Actor 784",United States,2014-02-15,2011,PG,159 min,"Thrillers, Comedies",A gripping story that unfolds over time.,2014,February,159.0,,Thrillers
s143,Movie,Broken Chronicles,Director 373,"Actor 484, Actor 973",France,2007-11-07,2004,TV-G,81 min,"Action & Adventure, Reality TV",A gripping story that unfolds over time.,2007,November,81.0,,Action & Adventure
s144,TV Show,Wild Signal,Director 104,"Actor 393, Actor 631",Australia,2021-11-05,2018,TV-14,7 Seasons,Anime Series,A gripping story that unfolds over time.,2021,November,,7.0,Anime Series
s145,Movie,Endless Empire,Not Given,"Actor 971, Actor 491",Germany,2020-12-01,2018,TV-Y7,137 min,Romantic Movies,A gripping story that unfolds over time.,2020,December,137.0,,Romantic Movies
s146,Movie,Hidden City,Not Given,"Actor 573, Actor 122",United Kingdom,2026-06-21,2024,TV-14,96 min,Stand-Up Comedy,A gripping story that unfolds over time.,2026,June,96.0,,Stand-Up Comedy
s147,TV Show,Rising City,Director 48,"Actor 696, Actor 832",Spain,2018-06-27,2017,R,1 Seasons,"Sci-Fi & Fantasy, Kids' TV",A gripping story that unfolds over time.,2018,June,,1.0,Sci-Fi & Fantasy
s148,TV Show,Last Heist,Director 247,"Actor 520, Actor 141",United Kingdom,2018-05-10,2016,TV-G,3 Seasons,Stand-Up Comedy,A gripping story that unfolds over time.,2018,May,,3.0,Stand-Up Comedy
s149,Movie,Forgotten Journey,Director 322,"Actor 567, Actor 456",United Kingdom,2021-01-16,2019,TV-14,157 min,Documentaries,A gripping story that unfolds over time.,2021,January,157.0,,Documentaries
s150,Movie,Broken Legacy,Not Given,"Actor 359, Actor 603",Mexico,2012-03-26,2012,TV-PG,163 min,Reality TV,A gripping story that unfolds over time.,2012,March,163.0,,Reality TV
s151,Movie,Golden Dreams,Not Given,"Actor 749, Actor 937",France,2024-04-04,2021,TV-MA,134 min,"Children & Family Movies, Romantic Movies",A gripping story that unfolds over time.,2024,April,134.0,,Children & Family Movies
s152,Movie,Hidden Legacy,Not Given,"Actor 147, Actor 112",Canada,2015-05-07,2013,TV-G,162 min,"Dramas, Children & Family Movies",A gripping story that unfolds over time.,2015,May,162.0,,Dramas
s153,Movie,Last Storm,Not Given,"Actor 877, Actor 581",United States,2020-04-21,2018,TV-G,122 min,Thrillers,A gripping story that unfolds over time.,2020,April,122.0,,Thrillers
s154,TV Show,Rising Signal,Director 169,"Actor 965, Actor 909",Canada,2000-12-23,2000,TV-Y7,6 Seasons,Dramas,A gripping story that unfolds over time.,2000,December,,6.0,Dramas
s155,Movie,Forgotten Storm,Director 443,"Actor 162, Actor 767",United States,2023-09-09,2023,TV-14,100 min,Documentaries,A gripping story that unfolds over time.,2023,September,100.0,,Documentaries
s156,Movie,Endless Shadows,Not Given,"Actor 198, Actor 1",India,2018-09-15,2017,TV-G,84 min,"Comedies, Reality TV",A gripping story that unfolds over time.,2018,September,84.0,,Comedies
s157,TV Show,Dark Kingdom,Not Given,"Actor 544, Actor 864",United States,2021-09-04,2020,TV-14,1 Seasons,Comedies,A gripping story that unfolds over time.,2021,September,,1.0,Comedies
s158,Movie,Last Journey,Director 13,"Actor 240, Actor 832",United States,2003-03-03,2000,TV-G,96 min,"Reality TV, International Movies",A gripping story that unfolds over time.,2003,March,96.0,,Reality TV
s159,TV Show,Silent Shadows,Not Given,"Actor 113, Actor 12",Germany,2009-10-21,2007,TV-G,4 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2009,October,,4.0,Sci-Fi & Fantasy
s160,Movie,Dark Legacy,Director 391,"Actor 591, Actor 215",India,2010-06-14,2010,PG-13,102 min,Thrillers,A gripping story that unfolds over time.,2010,June,102.0,,Thrillers
s161,TV Show,Golden Shadows,Not Given,"Actor 689, Actor 204",Turkey,2021-08-07,2021,TV-MA,2 Seasons,"Documentaries, Anime Series",A gripping story that unfolds over time.,2021,August,,2.0,Documentaries
s162,Movie,Broken Signal,Not Given,"Actor 834, Actor 414",United States,2006-03-21,2006,R,88 min,"Horror Movies, Comedies",A gripping story that unfolds over time.,2006,March,88.0,,Horror Movies
s163,Movie,Forgotten City,Not Given,"Actor 248, Actor 790",South Korea,2026-11-04,2025,TV-G,120 min,Stand-Up Comedy,A gripping story that unfolds over time.,2026,November,120.0,,Stand-Up Comedy
s164,TV Show,Lost Kingdom,Director 419,"Actor 756, Actor 507",United States,2022-01-21,2019,TV-PG,2 Seasons,"Romantic Movies, Kids' TV",A gripping story that unfolds over time.,2022,January,,2.0,Romantic Movies
s165,TV Show,Golden Storm,Not Given,"Actor 575, Actor 737",United Kingdom,2014-04-25,2012,R,7 Seasons,Thrillers,A gripping story that unfolds over time.,2014,April,,7.0,Thrillers
s166,Movie,Wild Empire,Director 321,"Actor 888, Actor 603",India,2003-08-14,2002,TV-PG,115 min,"Horror Movies, Anime Series",A gripping story that unfolds over time.,2003,August,115.0,,Horror Movies
s167,Movie,Forgotten Heist,Director 420,"Actor 626, Actor 252",United States,2021-09-11,2021,PG,129 min,Crime TV Shows,A gripping story that unfolds over time.,2021,September,129.0,,Crime TV Shows
s168,TV Show,Secret Kingdom,Not Given,"Actor 645, Actor 714",Germany,2003-06-21,2002,PG-13,6 Seasons,"Crime TV Shows, International Movies",A gripping story that unfolds over time.,2003,June,,6.0,Crime TV Shows
s169,TV Show,Dark Storm,Director 177,"Actor 362, Actor 314",United Kingdom,2021-04-07,2019,R,8 Seasons,"Children & Family Movies, Documentaries",A gripping story that unfolds over time.,2021,April,,8.0,Children & Family Movies
s170,Movie,Wild Journey,Director 372,"Actor 495, Actor 624",United States,2009-09-23,2009,PG-13,156 min,Anime Series,A gripping story that unfolds over time.,2009,September,156.0,,Anime Series
s171,Movie,Final Signal,Not Given,"Actor 559, Actor 758",Canada,2020-02-19,2020,PG,80 min,"International Movies, Crime TV Shows",A gripping story that unfolds over time.,2020,February,80.0,,International Movies
s172,Movie,Wild City,Not Given,"Actor 239, Actor 205",Turkey,2023-08-16,2020,TV-14,70 min,Kids' TV,A gripping story that unfolds over time.,2023,August,70.0,,Kids' TV
s173,Movie,Last Heist,Director 207,"Actor 541, Actor 629",United States,2003-07-11,2003,TV-PG,94 min,"Horror Movies, Romantic Movies",A gripping story that unfolds over time.,2003,July,94.0,,Horror Movies
s174,TV Show,Silent Horizon,Director 139,"Actor 693, Actor 942",Spain,2007-06-25,2007,PG-13,2 Season,"Sci-Fi & Fantasy, International Movies",A gripping story that unfolds over time.,2007,June,,2.0,Sci-Fi & Fantasy
s175,TV Show,Broken Heist,Not Given,"Actor 694, Actor 206",United States,2026-02-08,2023,TV-PG,2 Seasons,"Documentaries, Thrillers",A gripping story that unfolds over time.,2026,February,,2.0,Documentaries
s176,Movie,Secret Legacy,Director 357,"Actor 368, Actor 429",Spain,2013-12-07,2011,TV-MA,77 min,"Children & Family Movies, International Movies",A gripping story that unfolds over time.,2013,December,77.0,,Children & Family Movies
s177,Movie,Final Journey,Not Given,"Actor 682, Actor 445",United States,2022-05-13,2020,PG,155 min,"Stand-Up Comedy, Crime TV Shows",A gripping story that unfolds over time.,2022,May,155.0,,Stand-Up Comedy
s178,TV Show,Last City,Director 222,"Actor 61, Actor 129",United States,2014-11-13,2011,TV-PG,1 Seasons,Reality TV,A gripping story that unfolds over time.,2014,November,,1.0,Reality TV
s179,TV Show,Endless Kingdom,Not Given,"Actor 405, Actor 608",France,2014-11-03,2013,PG,5 Seasons,"Documentaries, Horror Movies",A gripping story that unfolds over time.,2014,November,,5.0,Documentaries
s180,TV Show,Lost City,Director 445,"Actor 799, Actor 91",Germany,2018-02-10,2017,R,8 Seasons,Horror Movies,A gripping story that unfolds over time.,2018,February,,8.0,Horror Movies
s181,Movie,Forgotten Dreams,Director 341,"Actor 125, Actor 138",Italy,2015-01-19,2013,TV-PG,168 min,Crime TV Shows,A gripping story that unfolds over time.,2015,January,168.0,,Crime TV Shows
s182,Movie,Golden Horizon,Director 246,"Actor 113, Actor 170",United Kingdom,2026-03-20,2025,R,90 min,"Crime TV Shows, International Movies",A gripping story that unfolds over time.,2026,March,90.0,,Crime TV Shows
s183,TV Show,Lost Horizon,Director 143,"Actor 616, Actor 972",Australia,2017-11-22,2014,TV-Y7,1 Seasons,Action & Adventure,A gripping story that unfolds over time.,2017,November,,1.0,Action & Adventure
s184,Movie,Wild Shadows,Not Given,"Actor 804, Actor 438",United States,2018-02-26,2018,TV-MA,106 min,"Sci-Fi & Fantasy, Stand-Up Comedy",A gripping story that unfolds over time.,2018,February,106.0,,Sci-Fi & Fantasy
s185,TV Show,Secret Horizon,Director 239,"Actor 223, Actor 631",South Korea,2005-06-25,2003,PG-13,3 Seasons,Kids' TV,A gripping story that unfolds over time.,2005,June,,3.0,Kids' TV
s186,Movie,Hidden City,Not Given,"Actor 783, Actor 485",India,2023-04-20,2022,TV-14,157 min,Stand-Up Comedy,A gripping story that unfolds over time.,2023,April,157.0,,Stand-Up Comedy
s187,TV Show,Lost Legacy,Not Given,"Actor 856, Actor 895",United Kingdom,2023-08-24,2020,TV-G,7 Seasons,"Documentaries, Comedies",A gripping story that unfolds over time.,2023,August,,7.0,Documentaries
s188,Movie,Final Chronicles,Not Given,"Actor 226, Actor 777",France,2016-11-22,2014,TV-14,124 min,"Comedies, Thrillers",A gripping story that unfolds over time.,2016,November,124.0,,Comedies
s189,TV Show,Rising Signal,Director 227,"Actor 48, Actor 18",Germany,2018-12-16,2016,R,6 Seasons,Children & Family Movies,A gripping story that unfolds over time.,2018,December,,6.0,Children & Family Movies
s190,Movie,Lost Empire,Not Given,"Actor 412, Actor 643",United States,2013-08-13,2013,PG-13,161 min,Kids' TV,A gripping story that unfolds over time.,2013,August,161.0,,Kids' TV
s191,Movie,Secret Journey,Director 388,"Actor 525, Actor 557",Italy,2026-06-10,2023,TV-Y7,153 min,"Action & Adventure, Romantic Movies",A gripping story that unfolds over time.,2026,June,153.0,,Action & Adventure
s192,TV Show,Wild Storm,Director 272,"Actor 887, Actor 2",United States,2017-01-22,2017,R,5 Season,Action & Adventure,A gripping story that unfolds over time.,2017,January,,5.0,Action & Adventure
s193,Movie,Golden Storm,Director 308,"Actor 649, Actor 694",India,2019-02-15,2017,PG,121 min,"Stand-Up Comedy, Crime TV Shows",A gripping story that unfolds over time.,2019,February,121.0,,Stand-Up Comedy
s194,Movie,Last Kingdom,Director 341,"Actor 424, Actor 407",India,2001-09-24,2000,TV-14,101 min,"Thrillers, Anime Series",A gripping story that unfolds over time.,2001,September,101.0,,Thrillers
s195,Movie,Silent Empire,Director 293,"Actor 371, Actor 244",Canada,2002-03-04,2002,TV-14,97 min,Horror Movies,A gripping story that unfolds over time.,2002,March,97.0,,Horror Movies
s196,Movie,Endless Kingdom,Not Given,"Actor 720, Actor 370",United Kingdom,2026-10-04,2024,R,132 min,"International Movies, Anime Series",A gripping story that unfolds over time.,2026,October,132.0,,International Movies
s197,Movie,Silent Empire,Director 464,"Actor 113, Actor 271",France,2007-08-03,2005,TV-PG,74 min,"Crime TV Shows, International Movies",A gripping story that unfolds over time.,2007,August,74.0,,Crime TV Shows
s198,Movie,Broken Kingdom,Director 481,"Actor 884, Actor 294",Brazil,2019-02-15,2018,PG-13,155 min,"Stand-Up Comedy, International Movies",A gripping story that unfolds over time.,2019,February,155.0,,Stand-Up Comedy
s199,TV Show,Dark Horizon,Director 497,"Actor 712, Actor 503",United States,2006-09-11,2004,TV-14,8 Seasons,Anime Series,A gripping story that unfolds over time.,2006,September,,8.0,Anime Series
s200,TV Show,Wild Heist,Director 438,"Actor 732, Actor 890",United Kingdom,2003-05-09,2003,TV-G,8 Seasons,"Sci-Fi & Fantasy, Crime TV Shows",A gripping story that unfolds over time.,2003,May,,8.0,Sci-Fi & Fantasy
s201,Movie,Final Journey,Not Given,"Actor 611, Actor 208",United States,2024-02-08,2021,TV-MA,148 min,"Sci-Fi & Fantasy, Action & Adventure",A gripping story that unfolds over time.,2024,February,148.0,,Sci-Fi & Fantasy
s202,Movie,Silent Signal,Director 305,"Actor 407, Actor 217",United States,2002-10-02,2001,PG-13,75 min,"Action & Adventure, Comedies",A gripping story that unfolds over time.,2002,October,75.0,,Action & Adventure
s203,Movie,Silent Legacy,Director 432,"Actor 44, Actor 872",United States,2017-06-24,2014,TV-PG,169 min,"Stand-Up Comedy, International Movies",A gripping story that unfolds over time.,2017,June,169.0,,Stand-Up Comedy
s204,Movie,Wild Shadows,Not Given,"Actor 792, Actor 783",United States,2013-02-11,2011,TV-PG,100 min,"Kids' TV, Horror Movies",A gripping story that unfolds over time.,2013,February,100.0,,Kids' TV
s205,Movie,Hidden Heist,Director 390,"Actor 952, Actor 634",United States,2010-08-14,2009,TV-Y7,114 min,"Action & Adventure, Stand-Up Comedy",A gripping story that unfolds over time.,2010,August,114.0,,Action & Adventure
s206,Movie,Broken Legacy,Not Given,"Actor 416, Actor 726",Australia,2022-10-24,2021,TV-MA,150 min,"Reality TV, Dramas",A gripping story that unfolds over time.,2022,October,150.0,,Reality TV
s207,TV Show,Silent Journey,Director 281,"Actor 924, Actor 994",Germany,2026-06-13,2024,TV-G,7 Seasons,Action & Adventure,A gripping story that unfolds over time.,2026,June,,7.0,Action & Adventure
s208,Movie,Wild Storm,Not Given,"Actor 258, Actor 844",United States,2014-10-25,2013,TV-G,150 min,"International Movies, Romantic Movies",A gripping story that unfolds over time.,2014,October,150.0,,International Movies
s209,Movie,Endless Storm,Director 63,"Actor 892, Actor 12",United States,2003-01-13,2001,TV-Y7,132 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2003,January,132.0,,Sci-Fi & Fantasy
s210,TV Show,Wild Horizon,Director 275,"Actor 461, Actor 618",United States,2021-01-21,2021,TV-Y7,7 Seasons,Horror Movies,A gripping story that unfolds over time.,2021,January,,7.0,Horror Movies
s211,TV Show,Lost Legacy,Director 329,"Actor 743, Actor 915",Spain,2023-04-06,2020,R,6 Seasons,Horror Movies,A gripping story that unfolds over time.,2023,April,,6.0,Horror Movies
s212,Movie,Secret Dreams,Not Given,"Actor 490, Actor 478",South Korea,2018-04-03,2018,TV-Y7,164 min,"Documentaries, Horror Movies",A gripping story that unfolds over time.,2018,April,164.0,,Documentaries
s213,Movie,Broken Storm,Director 95,"Actor 721, Actor 225",Spain,2025-05-11,2023,TV-Y7,95 min,Anime Series,A gripping story that unfolds over time.,2025,May,95.0,,Anime Series
s214,TV Show,Forgotten Kingdom,Director 316,"Actor 694, Actor 30",Spain,2012-05-20,2009,TV-MA,6 Seasons,"Dramas, Horror Movies",A gripping story that unfolds over time.,2012,May,,6.0,Dramas
s215,Movie,Forgotten Chronicles,Not Given,"Actor 601, Actor 322",South Korea,2021-10-12,2021,TV-14,149 min,"Documentaries, Thrillers",A gripping story that unfolds over time.,2021,October,149.0,,Documentaries
s216,Movie,Hidden Signal,Director 280,"Actor 917, Actor 906",United States,2013-10-14,2013,R,97 min,"Horror Movies, International Movies",A gripping story that unfolds over time.,2013,October,97.0,,Horror Movies
s217,Movie,Silent Storm,Not Given,"Actor 699, Actor 965",Mexico,2018-02-04,2017,PG-13,165 min,"Crime TV Shows, Documentaries",A gripping story that unfolds over time.,2018,February,165.0,,Crime TV Shows
s218,Movie,Dark Empire,Director 245,"Actor 287, Actor 355",South Korea,2006-06-17,2004,TV-Y7,147 min,Romantic Movies,A gripping story that unfolds over time.,2006,June,147.0,,Romantic Movies
s219,Movie,Endless Storm,Not Given,"Actor 608, Actor 587",Australia,2005-07-07,2004,R,70 min,Romantic Movies,A gripping story that unfolds over time.,2005,July,70.0,,Romantic Movies
s220,TV Show,Silent Kingdom,Director 364,"Actor 204, Actor 212",Brazil,2013-06-13,2013,TV-PG,3 Seasons,Reality TV,A gripping story that unfolds over time.,2013,June,,3.0,Reality TV
s221,Movie,Silent Dreams,Not Given,"Actor 137, Actor 20",Turkey,2023-06-24,2021,TV-PG,92 min,Dramas,A gripping story that unfolds over time.,2023,June,92.0,,Dramas
s222,Movie,Endless Empire,Director 376,"Actor 263, Actor 267",United States,2006-07-07,2003,R,128 min,"Thrillers, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2006,July,128.0,,Thrillers
s223,Movie,Forgotten Kingdom,Director 348,"Actor 438, Actor 215",Canada,2007-06-13,2006,PG,76 min,Kids' TV,A gripping story that unfolds over time.,2007,June,76.0,,Kids' TV
s224,Movie,Endless Chronicles,Director 47,"Actor 181, Actor 576",India,2018-09-22,2016,PG,120 min,"Comedies, Horror Movies",A gripping story that unfolds over time.,2018,September,120.0,,Comedies
s225,Movie,Rising Journey,Not Given,"Actor 644, Actor 427",Nigeria,2004-09-22,2002,TV-14,129 min,"Children & Family Movies, Romantic Movies",A gripping story that unfolds over time.,2004,September,129.0,,Children & Family Movies
s226,Movie,Silent Heist,Director 17,"Actor 551, Actor 304",Brazil,2016-02-14,2015,TV-Y7,128 min,Children & Family Movies,A gripping story that unfolds over time.,2016,February,128.0,,Children & Family Movies
s227,TV Show,Lost City,Director 101,"Actor 914, Actor 607",United Kingdom,2019-06-05,2016,TV-G,4 Seasons,"Reality TV, Horror Movies",A gripping story that unfolds over time.,2019,June,,4.0,Reality TV
s228,Movie,Rising City,Not Given,"Actor 722, Actor 748",Germany,2024-05-06,2023,TV-PG,87 min,"Crime TV Shows, Reality TV",A gripping story that unfolds over time.,2024,May,87.0,,Crime TV Shows
s229,Movie,Golden Storm,Director 412,"Actor 224, Actor 220",United Kingdom,2015-10-19,2013,TV-Y7,85 min,International Movies,A gripping story that unfolds over time.,2015,October,85.0,,International Movies
